"","YEAR","VOL_DUFF_ACRE","VOL_LITTER_ACRE","VOL_1HR_ACRE","VOL_10HR_ACRE","VOL_100HR_ACRE","VOL_1000HR_ACRE","VOL_PILE_ACRE","VOL_ACRE","BIO_DUFF_ACRE","BIO_LITTER_ACRE","BIO_1HR_ACRE","BIO_10HR_ACRE","BIO_100HR_ACRE","BIO_1000HR_ACRE","BIO_PILE_ACRE","BIO_ACRE","CARB_DUFF_ACRE","CARB_LITTER_ACRE","CARB_1HR_ACRE","CARB_10HR_ACRE","CARB_100HR_ACRE","CARB_1000HR_ACRE","CARB_PILE_ACRE","CARB_ACRE","VOL_DUFF_ACRE_SE","VOL_LITTER_ACRE_SE","VOL_1HR_ACRE_SE","VOL_10HR_ACRE_SE","VOL_100HR_ACRE_SE","VOL_1000HR_ACRE_SE","VOL_PILE_ACRE_SE","VOL_ACRE_SE","BIO_DUFF_ACRE_SE","BIO_LITTER_ACRE_SE","BIO_1HR_ACRE_SE","BIO_10HR_ACRE_SE","BIO_100HR_ACRE_SE","BIO_1000HR_ACRE_SE","BIO_PILE_ACRE_SE","BIO_ACRE_SE","CARB_DUFF_ACRE_SE","CARB_LITTER_ACRE_SE","CARB_1HR_ACRE_SE","CARB_10HR_ACRE_SE","CARB_100HR_ACRE_SE","CARB_1000HR_ACRE_SE","CARB_PILE_ACRE_SE","CARB_ACRE_SE","nPlots_DWM","AREA","PERIMETER","ECOMAP_200","ECOMAP_201","PROVINCE","SECTION","SUBSECTION","DOMAIN_NAM","DIVISION_N","PROVINCE_N","SECTION_NA","SUBSECTI_1","ATIntersec","Acres","Hectares","id","evalGrp","polyID"
"11",2010,NA,NA,7.70027367481939,32.9979934138569,261.901804953855,88.1157604249998,0,390.715832467532,9.9611894869942,3.10071242774566,0.081530065070142,0.349380900449486,2.77300159729405,0.785367313555021,0,17.0511817911085,4.9805947434971,1.55035621387283,0.0407650325350709,0.174690450224743,1.38650079864702,0.385615350955516,0,8.51852258973228,NA,NA,NA,1.43859912352636e-06,NA,NA,NA,1.37458404215705e-06,NA,0,1.96970052349355e-06,1.06149558812082e-06,1.51311598157994e-06,1.33564033077064e-06,NA,1.96860163018156e-06,NA,0,0,1.06149558812082e-06,1.51311598157994e-06,1.36012253642631e-06,NA,0,1,685207574.065,410875.610594,318,537,"221","221A","221Al","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Sebago-Ossipee Hills and Plains",0,169318.481518,68520.7584363,14,1,14
"12",2010,NA,NA,6.50578446088435,51.3551008730426,159.774499486475,556.531198973003,0,774.166583793405,13.3182837902447,7.58177391204194,0.0799839300198329,0.621822058782526,1.95743205980929,5.02599071181092,0,28.5852864627092,6.65914189512234,3.79088695602097,0.0399919650099165,0.310911029391263,0.978716029904648,2.54463525922244,0,14.3242831346716,NA,NA,17.7855057501301,23.3566690408941,17.5232977920379,28.2375717251145,NA,23.9135335675043,21.0236376664614,10.4489401753717,15.9078822776198,21.0450961252194,14.1084290322273,29.0778155727718,NA,8.90375811748877,21.0236376664614,10.4489401753717,15.9078822776198,21.0450961252194,14.1084290322273,29.0690244559192,NA,8.91061638361378,8,23104910867.1,1585924.22483,371,556,"M211","M211B","M211Bb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Southern Piedmont",1,530415.768299,214651.645848,15,2,15
"13",2010,NA,NA,3.29652152945786,47.3689169934736,52.0563325604724,430.860152078125,0,533.581923161529,0,2.97433125,0.0441389244656542,0.634248261542105,0.69701062477925,3.04257121395397,0,7.39230027474098,0,1.487165625,0.0220694622328271,0.317124130771054,0.348505312389624,1.50386057586051,0,3.67872510625401,NA,NA,NA,0,0,1.94857867415871e-06,NA,NA,NA,NA,1.64182773429035e-06,NA,NA,NA,NA,2.17340334709911e-06,NA,NA,1.64182773429035e-06,2.23900807982255e-06,0,0,NA,NA,1,13106538800.4,897118.984336,399,574,"M211","M211B","M211Bc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Sunapee Uplands",1,300884.729118,121763.729843,16,1,16
"14",2010,NA,NA,6.47754866707004,36.5410876587821,182.738384597256,647.269891388839,0,873.026912311947,33.059762527679,6.53084364651967,0.0794969711520196,0.449487458490936,2.16877058412393,6.15900104908095,0,48.4473622370466,16.5298812638395,3.26542182325984,0.0397484855760097,0.224743729245468,1.08438529206196,3.1003998491102,0,24.244580443093,NA,NA,17.4583447013444,19.3504565288831,20.2281056490044,23.0992075793458,NA,20.3186182383885,49.2483501173253,36.8953609874991,22.6757570451653,23.6901598415971,18.228494014238,26.2439811958055,NA,36.1455719942538,49.2483501173253,36.8953609874991,22.6757570451652,23.6901598415971,18.228494014238,26.3833914895147,NA,36.0774875883011,5,25038207011.2,1030041.78755,418,587,"M211","M211C","M211Cd","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Southern Green Mountain",1,574798.140753,232612.554749,17,2,17
"15",2010,NA,NA,9.59930227374046,62.2888141518774,137.998444910313,715.703159325732,0,925.589720661662,22.9349844311053,18.6985700224515,0.118860295990461,0.803342932810177,1.93761306853102,7.08334352805261,0,51.576714278941,11.4674922155526,9.34928501122574,0.0594301479952307,0.401671466405088,0.968806534265513,3.50584066753126,0,25.7525260429755,NA,NA,33.9019778114568,24.8573271261739,42.3658887192198,13.5176485120344,NA,11.6877844979504,28.576189453658,30.6219727465024,29.2426706683632,22.4859830483397,43.5446003687687,14.6661444845445,NA,19.7042506005695,28.576189453658,30.6219727465024,29.2426706683631,22.4859830483397,43.5446003687687,14.5993831804269,NA,19.7797794313702,6,30232456613.2,2026892.51544,450,633,"M211","M211C","M211Cc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Berkshire-Vermont Upland",1,694041.703701,280868.712604,18,2,18
"16",2010,NA,NA,12.8207056402463,37.3588255933915,71.7714226686005,248.328245465897,0,370.279199368135,21.3298141449213,10.8662225630909,0.155758770982085,0.463970468134531,0.917135004487526,2.03005063722204,0,35.7629515888384,10.6649070724607,5.43311128154544,0.0778793854910426,0.231985234067265,0.458567502243763,1.00918038054206,0,17.8756308563502,NA,NA,59.9747369137502,25.8533879145172,21.7822545322186,15.3316473101011,NA,13.8801313429105,49.231732783291,12.7116755062537,58.621424247041,24.6520506153234,23.3532204694255,18.4237504850313,NA,32.1402410109543,49.231732783291,12.7116755062537,58.621424247041,24.6520506153233,23.3532204694255,19.203861291296,NA,32.1896049889063,4,32373430281.5,2146229.36379,472,647,"M211","M211C","M211Cb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Taconic Mountains",1,743191.696086,300759.008838,19,2,19
"17",2010,NA,NA,3.63003728096034,46.1862433176211,39.6478066427681,187.244262082074,0,276.708349323423,13.3265213415944,8.51446728018633,0.0499010449324198,0.647390218969876,0.560784963993958,0.929067006487871,0,24.0281318561649,6.66326067079722,4.25723364009317,0.02495052246621,0.323695109484939,0.280392481996979,0.457951414139957,0,12.0074838389785,NA,NA,5.12896362621899,15.1861569184379,24.7490335733325,63.6612065228901,NA,37.0649369875568,7.91315642370541,4.24408043485951,0.117023069822323,19.9075655297432,29.0688024256108,59.7153624958793,NA,3.97928838808414,7.91315642370541,4.24408043485951,0.117023069828728,19.9075655297433,29.0688024256107,59.7636787245005,NA,3.95057851635078,2,2055133382.7,603413.81634,474,649,"221","221B","221Bb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Taconic Foothills",0,507834.508301,205513.334143,20,2,20
"18",2010,NA,NA,4.72665030261292,51.9158093970733,122.271454908959,622.080512590389,0,800.994427199034,13.7505890153023,11.9818244633201,0.0681764176586662,0.735068359556082,1.73294083946281,6.35925119434312,0,34.6278502896431,6.87529450765115,5.99091223166007,0.0340882088293332,0.367534179778041,0.866470419731407,3.12925662878547,0,17.2635561764355,NA,NA,16.8607494469054,19.085325286418,11.4927450564084,19.5840148150722,NA,15.1283347895173,35.5051091097278,24.0051612007526,18.6867926939293,18.5093897352188,11.0037702351426,25.1174787332325,NA,21.4332745018329,35.5051091097278,24.0051612007526,18.6867926939293,18.5093897352188,11.0037702351426,25.1206455119221,NA,21.4609678498389,8,62667888919.9,3395996.96075,638,779,"221","221A","221Ae","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Hudson Highlands",1,1438656.77043,582203.739104,21,2,21
"19",2010,NA,NA,6.98745637820765,73.517963756758,85.8523789337337,308.513726490425,0,474.871525559124,4.27671331647063,6.62553760794701,0.0863043663585737,0.911088916395257,1.07519192178002,2.20391024805687,0,15.1787463770084,2.13835665823531,3.3127688039735,0.0431521831792868,0.455544458197629,0.537595960890009,1.09460882102933,0,7.58202688550507,NA,NA,13.7104457007869,15.3185877033307,40.0766646416475,38.050761557493,NA,29.054246351158,83.4186635845154,34.4493829778186,16.047427025746,13.8183394009815,37.3786524731352,41.5120485688383,NA,35.5778430533503,83.4186635845154,34.4493829778186,16.0474270257458,13.8183394009815,37.3786524731353,41.1067551367627,NA,35.7333438522218,4,31542035771.3,2677028.08296,646,790,"221","221B","221Ba","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Hudson Limestone Valley",1,724105.504392,293035.101094,22,2,22
"20",2010,NA,NA,5.70486808342782,40.6434015788538,48.0213332315698,886.975705756363,0,981.345308650214,10.0847256415977,9.77368953584563,0.080136701916554,0.584308278241798,0.706911368418361,9.81281148308894,0,31.0425830091089,5.04236282079883,4.88684476792281,0.040068350958277,0.292154139120899,0.353455684209181,4.81809043819667,0,15.4329762012067,NA,NA,5.31969589094952,34.6773072887117,76.4871431585366,74.699641265818,NA,72.6643685509954,39.7433776231981,0.813073687768385,2.49218852828201,37.0472098121855,76.4871431585366,75.786187789413,NA,39.0446506882693,39.7433776231981,0.813073687768385,2.49218852828201,37.0472098121855,76.4871431585366,75.786187789413,NA,38.8343970111919,2,1884267054.78,603656.767131,717,853,"211","211F","211Fc","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Eastern Allegheny Plateau",0,465612.531295,188426.706262,24,2,24
"21",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9678455959.46,1084726.0397,729,881,"221","221B","221Bd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Kittatinny-Shawangunk Ridges",1,222186.775929,89915.798114,25,2,25
"22",2010,NA,NA,4.31669840728424,29.1397850983001,94.3200033937806,526.439893226974,0,654.216380126339,11.1929943167847,7.47235137365406,0.0617646192491366,0.416619429029199,1.35396349321736,4.13088174627259,0,24.6285749782071,5.59649715839236,3.73617568682703,0.0308823096245683,0.208309714514599,0.676981746608681,2.02826293741984,0,12.2771095533871,NA,NA,37.5133968863802,32.0306816972399,44.0628071530605,59.1999573333644,NA,52.7501468595419,42.6604381665033,21.3343802406214,38.544727982853,32.5720947230704,44.6160453362133,58.4097421273469,NA,31.166441500851,42.6604381665033,21.3343802406214,38.544727982853,32.5720947230705,44.6160453362134,58.4097421273469,NA,31.1549926774601,10,61464507237.2,3032238.22779,762,918,"M221","M221A","M221Ac","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Ridge and Valley",1,1411030.92831,571023.957443,26,3,26
"23",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,233891213.16,207017.730059,789,954,"221","221D","221Dc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Newark",0,57795.7843329,23389.1241015,27,2,27
"24",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290497429.995,267681.588271,791,951,"211","211F","211Fd","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Pocono Plateau",0,71783.4781289,29049.7429488,28,3,28
"25",2010,NA,NA,26.7675622449468,310.664985198784,986.286885254751,0,0,1323.71943269848,19.6519115457482,103.031676996366,0.449899544604097,5.22154517047054,16.5771547092927,0,0,144.932187966482,9.82595577287411,51.5158384981831,0.224949772302049,2.61077258523527,8.28857735464635,0,0,72.4660939832409,NA,NA,1.24238087042137e-06,1.21108954432576e-06,NA,NA,NA,NA,1.69222760867403e-06,1.82586135803475e-06,0,0,0,NA,NA,1.29799708622828e-06,1.69222760867403e-06,1.82586135803475e-06,0,0,0,NA,NA,1.29799708622828e-06,1,541020981.278,379092.493115,821,990,"221","221A","221Am","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Reading Prong",0,133689.273097,54102.129344,29,3,29
"26",2010,NA,NA,2.8603242106272,33.15322804257,123.161690507808,198.816276258046,0,357.991519019051,9.46073436986587,7.19380885465587,0.0374320512918458,0.444559362595811,1.58222441146726,2.2008081410749,0,20.9195671909516,4.73036718493294,3.59690442732793,0.0187160256459229,0.222279681297905,0.791112205733632,1.08059679726778,0,10.4399763222061,NA,NA,25.3973694391309,7.91630925587031,38.3987481365642,36.2853354487591,NA,6.0050713826849,62.9391216537191,22.9121466983199,19.2605223378633,0.79923009856006,33.5921408169159,28.2169767679426,NA,20.2084069384388,62.9391216537191,22.9121466983199,19.2605223378633,0.799230098559525,33.5921408169159,28.2169767679425,NA,20.300282128445,2,2261728973,892052.281746,825,1003,"221","221D","221Da","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Gettysburg Piedmont Lowland",0,558885.403464,226172.898439,30,3,30
"27",2010,NA,NA,6.43791126399114,57.6069816174531,165.995058530261,1109.99499019524,0,1340.03494160694,30.015522638639,14.3928016118663,0.0844524574981129,0.746356288178265,2.26418108169959,10.2991699341672,0,57.8024840120485,15.0077613193195,7.19640080593314,0.0422262287490564,0.373178144089132,1.13209054084979,5.14697365342375,0,28.8986306923644,NA,NA,35.5936208077822,18.0781719491929,31.143742551585,43.5463951935697,NA,38.3900463615384,57.1113705099214,34.9061907977665,34.8232159588373,16.6384291310968,35.3009766062222,38.7501108315107,NA,44.9724253378632,57.1113705099214,34.9061907977665,34.8232159588373,16.6384291310967,35.3009766062223,39.1279159878426,NA,45.1296933373479,4,60960932672.1,2714816.25174,827,1004,"M221","M221A","M221Ad","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Great Valley",1,1399470.44702,566345.596647,31,3,31
"28",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,228434102.718,738136.562702,893,1058,"221","221D","221Db","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Piedmont Upland",0,56447.3152532,22843.418026,32,3,32
"29",2010,NA,NA,6.88070054821232,63.2920338836953,244.475178940704,516.947627218951,5.15711983741096,836.752660428973,14.8343390212325,10.1673816548827,0.099431812115927,0.894057920640744,3.46516666024418,4.43509384161188,0.0624662210796527,33.9579371318076,7.41716951061623,5.08369082744135,0.0497159060579635,0.447028960320372,1.73258333012209,2.19922286994675,0.0316079078663042,16.9610193123711,NA,NA,45.1111612045285,17.0642221952011,27.8792192205584,27.9055710522,99.8411802382091,18.0279101959182,23.8978986072988,17.5493075028298,46.023914549186,18.1784554227636,29.2505108144128,29.5256266198544,99.8411802382091,16.1147044732195,23.8978986072988,17.5493075028298,46.0239145491859,18.1784554227636,29.2505108144128,29.7564410550038,99.841180238209,16.1416851909671,13,66925662633.2,4001953.55157,937,1097,"M221","M221D","M221Da","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Northern Blue Ridge Mountains",1,1536401.80517,621759.751264,33,3,33
"30",2010,NA,NA,3.58436936729407,47.370106004671,146.385301719041,361.816176942679,0,559.155954033685,7.00844731509032,8.99933024793218,0.0506559082968725,0.676263547658994,2.07214485863006,2.85790459952653,0,21.664746477135,3.50422365754516,4.49966512396609,0.0253279541484363,0.338131773829497,1.03607242931503,1.4052444625429,0,10.8086654013471,NA,NA,11.8490512483494,15.7538883663633,20.5391113208032,29.3661524151515,NA,20.6913217363148,25.7330170820116,21.2959031415768,13.2817007859398,16.4649810696438,20.7257673500251,27.864962842884,NA,15.2329129417687,25.7330170820116,21.2959031415768,13.2817007859399,16.4649810696437,20.7257673500251,27.8911707433072,NA,15.2367343662927,12,80594665029.3,6080161.9395,1019,1175,"M221","M221A","M221Ab","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Great Valley of Virginia",1,1850198.9217,748748.9389,34,4,34
